"","price","vehicleType","gearbox","powerPS","kilometer","fuelType","age"
"2103",500,"compact","manuell",60,150000,"diesel",17
"2110",10500,"suv","manuell",140,150000,"diesel",9
"2111",12900,"coupe","manuell",143,30000,"benzin",7
"2112",6500,"compact","manuell",71,20000,"benzin",5
"2119",800,"compact","automatik",68,150000,"diesel",13
"2124",900,"compact","manuell",45,90000,"benzin",21
"2127",1750,"compact","automatik",95,125000,"benzin",13
"2129",1800,"compact","manuell",60,150000,"diesel",17
"2132",8000,"suv","automatik",150,150000,"diesel",10
"2135",13950,"suv","automatik",140,150000,"diesel",8
"2141",1900,"cabrio","manuell",150,150000,"benzin",21
"2154",2650,"compact","manuell",75,150000,"benzin",14
"2156",1000,"coupe","automatik",218,150000,"benzin",16
"2159",750,"compact","manuell",75,150000,"benzin",23
"2160",2200,"coupe","manuell",150,150000,"benzin",25
"2163",4600,"compact","manuell",75,70000,"benzin",12
"2169",4500,"cabrio","manuell",180,150000,"benzin",17
"2173",15450,"suv","manuell",173,90000,"diesel",6
"2174",2500,"compact","manuell",60,90000,"benzin",12
"2175",10950,"compact","manuell",90,50000,"diesel",4
"2178",7200,"compact","manuell",105,80000,"benzin",9
"2181",4100,"compact","manuell",87,70000,"benzin",8
"2195",800,"compact","manuell",60,150000,"benzin",16
"2199",73999,"cabrio","manuell",215,70000,"benzin",33
"2201",6999,"coupe","automatik",170,150000,"diesel",14
"2202",1750,"suv","automatik",125,150000,"benzin",16
"2205",25500,"coupe","manuell",370,70000,"benzin",9
"2209",899,"compact","manuell",75,100000,"benzin",21
"2213",16000,"suv","manuell",129,60000,"diesel",6
"2221",12000,"cabrio","automatik",163,150000,"benzin",35
"2226",4480,"suv","manuell",75,150000,"benzin",12
"2232",5850,"compact","manuell",75,40000,"benzin",5
"2240",2499,"compact","manuell",75,125000,"benzin",15
"2245",2390,"compact","manuell",64,125000,"benzin",14
"2247",1400,"compact","manuell",98,150000,"benzin",14
"2248",6590,"compact","manuell",69,20000,"benzin",4
"2257",3900,"cabrio","manuell",197,150000,"benzin",16
"2260",3800,"compact","manuell",80,100000,"benzin",12
"2265",6950,"cabrio","manuell",140,100000,"benzin",10
"2267",16500,"suv","manuell",117,40000,"benzin",4
"2270",29200,"cabrio","manuell",200,30000,"benzin",12
"2274",1950,"compact","manuell",75,150000,"diesel",16
"2280",1599,"compact","manuell",60,100000,"benzin",14
"2285",23800,"coupe","manuell",272,100000,"benzin",9
"2288",6150,"cabrio","manuell",150,150000,"diesel",10
"2289",1200,"compact","manuell",58,150000,"benzin",19
"2291",3980,"suv","manuell",109,150000,"diesel",16
"2292",13700,"coupe","manuell",122,60000,"benzin",6
"2297",850,"compact","manuell",75,125000,"benzin",19
"2299",3500,"cabrio","manuell",113,150000,"benzin",13
"2300",2499,"compact","manuell",60,90000,"benzin",12
"2306",3400,"compact","manuell",60,40000,"benzin",16
"2316",999,"compact","manuell",60,150000,"benzin",21
"2319",22495,"cabrio","automatik",224,90000,"diesel",9
"2321",1750,"compact","manuell",60,150000,"benzin",18
"2323",7750,"suv","manuell",99,100000,"diesel",16
"2324",5500,"suv","automatik",173,150000,"diesel",13
"2328",17800,"suv","manuell",147,50000,"diesel",6
"2330",5500,"compact","manuell",69,150000,"diesel",10
"2334",22500,"cabrio","automatik",239,150000,"diesel",8
"2337",1890,"compact","manuell",101,150000,"benzin",20
"2339",2276,"cabrio","manuell",75,150000,"benzin",20
"2344",24500,"suv","automatik",150,5000,"benzin",2
"2346",28750,"suv","manuell",175,20000,"diesel",2
"2347",75600,"cabrio","automatik",385,50000,"benzin",6
"2355",4300,"compact","manuell",69,125000,"benzin",7
"2360",4495,"compact","automatik",71,90000,"benzin",6
"2361",17900,"cabrio","automatik",205,5000,"benzin",8
"2366",1699,"compact","manuell",75,125000,"benzin",16
"2371",2999,"compact","manuell",82,90000,"benzin",15
"2372",4990,"coupe","automatik",136,150000,"benzin",34
"2382",1399,"compact","manuell",105,125000,"benzin",16
"2384",899,"coupe","manuell",60,125000,"benzin",26
"2389",3150,"coupe","manuell",150,150000,"benzin",21
"2392",3950,"compact","manuell",80,125000,"benzin",10
"2393",4550,"compact","manuell",95,150000,"benzin",10
"2394",1100,"compact","manuell",58,150000,"benzin",15
"2400",11400,"suv","automatik",340,150000,"benzin",11
"2403",7500,"cabrio","manuell",115,125000,"benzin",12
"2411",2450,"compact","manuell",54,150000,"benzin",14
"2415",1650,"compact","manuell",67,150000,"benzin",10
"2416",1950,"compact","manuell",60,30000,"benzin",18
"2419",1900,"cabrio","automatik",54,50000,"benzin",17
"2420",1200,"compact","manuell",58,125000,"benzin",14
"2425",15000,"compact","manuell",86,50000,"benzin",4
"2430",27000,"cabrio","manuell",160,5000,"benzin",1
"2435",500,"compact","manuell",55,150000,"benzin",18
"2438",3650,"compact","manuell",75,125000,"benzin",12
"2441",2800,"compact","manuell",60,100000,"benzin",13
"2442",4590,"coupe","manuell",192,125000,"benzin",13
"2448",8990,"compact","manuell",70,150000,"benzin",4
"2449",2550,"compact","manuell",61,40000,"benzin",15
"2451",3799,"compact","manuell",68,70000,"benzin",8
"2458",15990,"cabrio","manuell",163,90000,"diesel",4
"2460",13000,"compact","manuell",184,60000,"benzin",6
"2461",3000,"cabrio","manuell",150,150000,"benzin",22
"2463",1750,"compact","manuell",60,125000,"benzin",14
"2466",750,"compact","manuell",90,150000,"benzin",21
"2470",11555,"coupe","manuell",160,150000,"benzin",9
"2472",2000,"compact","manuell",60,150000,"benzin",15
"2480",2000,"compact","manuell",63,80000,"benzin",11
"2486",4900,"suv","manuell",150,125000,"benzin",15
"2487",13299,"compact","automatik",102,30000,"benzin",6
"2500",4444,"compact","manuell",69,125000,"benzin",10
"2501",6500,"coupe","manuell",163,125000,"benzin",13
"2502",800,"cabrio","manuell",89,150000,"benzin",19
"2518",4400,"compact","manuell",80,60000,"benzin",8
"2520",59999,"suv","manuell",122,40000,"diesel",7
"2523",12400,"cabrio","manuell",272,150000,"benzin",13
"2529",1150,"compact","manuell",60,150000,"benzin",18
"2531",3450,"coupe","manuell",170,150000,"benzin",18
"2535",1200,"compact","manuell",68,150000,"diesel",13
"2538",32500,"cabrio","automatik",306,60000,"benzin",6
"2544",997,"compact","manuell",60,150000,"benzin",16
"2558",500,"compact","manuell",55,150000,"benzin",18
"2561",5888,"compact","manuell",80,100000,"benzin",8
"2565",3500,"compact","manuell",92,150000,"benzin",10
"2569",3500,"compact","automatik",103,100000,"benzin",14
"2570",10299,"compact","manuell",90,125000,"diesel",7
"2574",4900,"compact","manuell",60,150000,"benzin",7
"2575",4800,"compact","manuell",86,90000,"benzin",9
"2577",26900,"cabrio","automatik",245,125000,"diesel",8
"2584",7990,"compact","manuell",86,50000,"benzin",7
"2585",4200,"suv","automatik",218,150000,"benzin",18
"2586",1300,"compact","manuell",65,150000,"benzin",18
"2595",13900,"cabrio","manuell",163,50000,"benzin",13
"2597",3300,"coupe","manuell",129,150000,"benzin",15
"2606",3900,"cabrio","manuell",116,5000,"benzin",20
"2612",1699,"compact","manuell",50,150000,"benzin",19
"2613",18500,"suv","automatik",131,70000,"diesel",3
"2618",5000,"cabrio","manuell",125,125000,"benzin",12
"2619",33800,"suv","automatik",241,60000,"diesel",5
"2620",2699,"compact","manuell",75,150000,"diesel",13
"2624",3500,"cabrio","manuell",109,125000,"benzin",15
"2636",4450,"cabrio","manuell",98,150000,"benzin",25
"2637",3300,"compact","manuell",76,70000,"benzin",8
"2643",5500,"cabrio","automatik",193,150000,"benzin",20
"2644",2800,"compact","manuell",54,90000,"benzin",8
"2653",1550,"compact","automatik",60,80000,"benzin",20
"2659",4400,"coupe","manuell",185,150000,"benzin",26
"2660",14250,"coupe","automatik",272,125000,"benzin",8
"2665",1700,"compact","manuell",60,90000,"benzin",13
"2667",26400,"suv","manuell",150,5000,"benzin",2
"2680",1800,"suv","manuell",129,150000,"benzin",22
"2681",11400,"cabrio","manuell",143,150000,"benzin",8
"2682",333,"compact","manuell",75,125000,"benzin",20
"2688",5750,"compact","manuell",87,90000,"benzin",6
"2689",1300,"compact","manuell",58,125000,"benzin",13
"2695",49999,"coupe","automatik",420,70000,"benzin",9
"2700",6000,"coupe","manuell",100,90000,"benzin",9
"2706",1100,"compact","manuell",56,150000,"benzin",16
"2708",4500,"compact","manuell",65,40000,"benzin",8
"2715",4999,"compact","manuell",75,125000,"benzin",13
"2717",11300,"coupe","manuell",140,150000,"diesel",8
"2721",3000,"compact","automatik",41,125000,"diesel",17
"2722",3990,"compact","manuell",90,125000,"benzin",13
"2725",598,"compact","manuell",65,150000,"benzin",14
"2731",8290,"cabrio","automatik",218,150000,"benzin",17
"2732",7200,"compact","manuell",86,50000,"benzin",7
"2733",23699,"suv","manuell",110,30000,"diesel",3
"2739",11250,"compact","manuell",136,40000,"benzin",4
"2746",4000,"cabrio","manuell",145,125000,"benzin",15
"2747",6700,"compact","manuell",86,30000,"benzin",4
"2748",14999,"compact","manuell",101,20000,"benzin",2
"2750",3300,"cabrio","manuell",131,100000,"benzin",15
"2753",799,"compact","manuell",75,100000,"benzin",15
"2754",17000,"coupe","manuell",250,60000,"benzin",6
"2756",4750,"compact","manuell",69,60000,"benzin",8
"2766",24300,"suv","manuell",190,80000,"diesel",5
"2769",8990,"cabrio","manuell",170,150000,"benzin",14
"2778",3500,"compact","automatik",60,70000,"benzin",16
"2780",150,"compact","manuell",55,150000,"benzin",19
"2788",3399,"compact","manuell",90,150000,"benzin",15
"2789",4500,"suv","manuell",63,80000,"diesel",17
"2791",15999,"suv","automatik",290,150000,"benzin",9
"2794",3990,"compact","manuell",75,90000,"benzin",13
"2798",5200,"compact","manuell",80,125000,"benzin",10
"2804",500,"compact","manuell",55,150000,"benzin",16
"2805",550,"compact","manuell",60,150000,"benzin",18
"2809",16800,"suv","manuell",136,90000,"diesel",8
"2810",14990,"compact","manuell",90,20000,"diesel",3
"2819",29500,"suv","manuell",140,30000,"diesel",3
"2821",1800,"coupe","automatik",167,150000,"benzin",15
"2835",15900,"compact","automatik",90,20000,"diesel",2
"2836",6290,"compact","manuell",68,30000,"benzin",4
"2837",2900,"cabrio","manuell",150,150000,"benzin",22
"2844",16900,"coupe","automatik",300,100000,"benzin",48
"2845",6700,"compact","manuell",69,100000,"diesel",8
"2846",1899,"compact","manuell",70,150000,"benzin",26
"2847",1450,"compact","manuell",58,150000,"benzin",16
"2848",3500,"cabrio","manuell",150,150000,"benzin",17
"2854",10500,"suv","automatik",163,150000,"diesel",12
"2856",1200,"compact","manuell",54,125000,"benzin",19
"2862",1599,"compact","manuell",50,150000,"benzin",17
"2865",10900,"compact","manuell",120,30000,"benzin",4
"2868",1900,"compact","manuell",83,150000,"benzin",15
"2871",2999,"coupe","manuell",140,150000,"benzin",19
"2872",5100,"cabrio","manuell",140,150000,"benzin",11
"2874",4477,"suv","manuell",116,150000,"diesel",17
"2877",20900,"cabrio","manuell",218,40000,"benzin",9
"2879",36900,"cabrio","manuell",130,40000,"benzin",45
"2882",6400,"suv","manuell",140,125000,"diesel",12
"2885",5350,"cabrio","manuell",109,90000,"benzin",11
"2889",1900,"compact","manuell",75,150000,"benzin",18
"2894",1200,"coupe","manuell",102,150000,"benzin",23
"2895",15490,"cabrio","automatik",170,70000,"benzin",9
"2906",4300,"compact","manuell",69,60000,"benzin",6
"2908",12500,"suv","manuell",150,125000,"benzin",8
"2916",6490,"suv","manuell",140,150000,"diesel",10
"2917",16700,"coupe","automatik",306,125000,"benzin",11
"2919",4500,"suv","manuell",150,125000,"diesel",7
"2921",27750,"coupe","automatik",298,70000,"benzin",13
"2924",380,"compact","manuell",60,150000,"benzin",18
"2934",4500,"compact","manuell",80,60000,"benzin",8
"2936",5500,"compact","manuell",80,125000,"benzin",8
"2937",1900,"coupe","manuell",114,150000,"benzin",21
"2946",920,"compact","manuell",75,150000,"benzin",14
"2947",5200,"cabrio","manuell",120,125000,"benzin",9
"2952",2900,"compact","manuell",67,80000,"benzin",7
"2953",14900,"coupe","manuell",160,50000,"benzin",7
"2954",750,"compact","manuell",54,150000,"benzin",19
"2967",2950,"compact","manuell",75,90000,"benzin",12
"2969",21500,"compact","manuell",105,30000,"diesel",2
"2971",1499,"compact","manuell",60,80000,"benzin",17
"2976",4600,"suv","manuell",208,150000,"benzin",20
"2977",7600,"compact","manuell",143,150000,"diesel",7
"2979",2399,"compact","manuell",50,125000,"benzin",15
"2981",4600,"compact","manuell",67,30000,"benzin",8
"2982",7700,"cabrio","manuell",116,90000,"benzin",27
"2988",13666,"suv","automatik",239,150000,"diesel",8
"2990",2999,"compact","manuell",69,125000,"benzin",11
"2991",750,"compact","manuell",50,150000,"benzin",21
"2993",23000,"cabrio","manuell",131,30000,"diesel",4
"2995",2990,"compact","automatik",45,100000,"benzin",15
"2999",5390,"cabrio","manuell",163,150000,"benzin",17
"3004",650,"compact","manuell",60,150000,"benzin",19
"3006",1600,"compact","manuell",60,150000,"benzin",13
"3015",8100,"compact","manuell",86,60000,"benzin",6
"3019",6999,"cabrio","manuell",143,150000,"benzin",14
"3023",1550,"compact","manuell",60,150000,"benzin",12
"3024",870,"compact","manuell",54,150000,"benzin",20
"3028",4444,"cabrio","manuell",140,125000,"benzin",11
"3039",790,"compact","manuell",60,150000,"benzin",20
"3044",16999,"cabrio","manuell",109,150000,"benzin",32
"3046",1600,"compact","manuell",46,125000,"benzin",9
"3048",3700,"compact","manuell",90,150000,"benzin",16
"3049",650,"compact","manuell",45,150000,"benzin",23
"3053",2399,"compact","automatik",75,90000,"benzin",17
"3057",5300,"coupe","manuell",116,100000,"benzin",13
"3060",8700,"compact","manuell",67,20000,"benzin",3
"3061",14299,"cabrio","automatik",232,100000,"diesel",11
"3070",750,"compact","manuell",58,150000,"benzin",16
"3073",2150,"compact","manuell",90,150000,"diesel",15
"3077",3150,"compact","manuell",64,90000,"benzin",15
"3078",3999,"coupe","manuell",102,150000,"benzin",15
"3088",10200,"suv","manuell",140,150000,"diesel",8
"3090",4300,"suv","manuell",82,100000,"benzin",14
"3094",1444,"compact","manuell",101,150000,"benzin",18
"3103",1111,"compact","manuell",50,150000,"benzin",16
"3104",27500,"suv","automatik",306,50000,"benzin",6
"3105",1250,"compact","manuell",45,125000,"benzin",20
"3110",1950,"cabrio","manuell",75,150000,"benzin",18
"3111",27500,"coupe","automatik",514,150000,"benzin",11
"3112",1490,"compact","manuell",75,70000,"benzin",17
"3127",13333,"cabrio","manuell",163,125000,"benzin",11
"3135",1500,"compact","manuell",75,125000,"benzin",12
"3141",4999,"suv","manuell",136,150000,"diesel",11
"3152",17250,"cabrio","manuell",211,90000,"benzin",5
"3158",500,"compact","manuell",45,150000,"benzin",20
"3164",4600,"cabrio","automatik",150,150000,"benzin",22
"3166",10500,"suv","automatik",86,50000,"benzin",6
"3167",1950,"suv","automatik",150,150000,"benzin",20
"3174",1600,"compact","manuell",95,150000,"diesel",14
"3176",1590,"compact","manuell",60,150000,"benzin",16
"3177",9990,"suv","manuell",136,150000,"diesel",7
"3180",8900,"cabrio","manuell",116,80000,"benzin",11
"3191",1950,"compact","manuell",58,150000,"benzin",13
"3196",4999,"coupe","automatik",179,150000,"benzin",14
"3197",5200,"compact","manuell",75,40000,"benzin",5
"3201",2900,"compact","manuell",69,125000,"benzin",12
"3204",5750,"compact","manuell",95,40000,"benzin",9
"3212",3000,"suv","manuell",145,150000,"benzin",11
"3217",999,"compact","manuell",45,20000,"benzin",21
"3219",4800,"cabrio","manuell",102,125000,"benzin",25
"3221",1490,"cabrio","manuell",131,90000,"benzin",19
"3241",4000,"compact","manuell",68,80000,"diesel",9
"3267",5450,"compact","manuell",116,100000,"benzin",13
"3271",850,"compact","manuell",60,150000,"benzin",18
"3272",39900,"cabrio","manuell",150,5000,"benzin",36
"3273",23900,"cabrio","manuell",211,60000,"benzin",5
"3275",11750,"compact","manuell",109,20000,"benzin",3
"3276",2500,"compact","manuell",54,80000,"benzin",13
"3277",600,"compact","manuell",50,125000,"benzin",18
"3287",4700,"compact","manuell",140,150000,"diesel",10
"3291",2000,"compact","manuell",88,70000,"benzin",12
"3300",2299,"compact","manuell",75,150000,"benzin",14
"3305",1100,"compact","manuell",60,125000,"benzin",15
"3307",11499,"cabrio","manuell",163,90000,"benzin",12
"3315",17500,"cabrio","automatik",260,150000,"benzin",15
"3319",6666,"compact","manuell",86,150000,"diesel",5
"3320",12700,"coupe","automatik",200,150000,"benzin",8
"3322",3300,"cabrio","manuell",115,150000,"benzin",23
"3333",18500,"coupe","manuell",231,150000,"benzin",15
"3335",17900,"cabrio","automatik",272,80000,"benzin",11
"3336",2999,"cabrio","manuell",116,150000,"benzin",26
"3344",595,"compact","manuell",75,150000,"benzin",17
"3345",549,"compact","manuell",60,150000,"benzin",16
"3349",4500,"compact","manuell",68,80000,"benzin",10
"3358",550,"compact","manuell",60,125000,"benzin",27
"3359",23000,"compact","automatik",192,10000,"benzin",2
"3368",2400,"coupe","manuell",150,150000,"diesel",13
"3376",3290,"compact","manuell",101,150000,"diesel",13
"3389",5350,"compact","manuell",69,20000,"benzin",9
"3394",6999,"compact","manuell",60,30000,"benzin",4
"3399",69900,"coupe","manuell",231,125000,"benzin",33
"3409",6000,"cabrio","manuell",193,150000,"benzin",22
"3412",19900,"cabrio","automatik",306,90000,"benzin",16
"3415",13800,"compact","manuell",110,20000,"benzin",3
"3419",4444,"coupe","manuell",130,125000,"benzin",15
"3422",23999,"suv","automatik",224,150000,"diesel",8
"3428",4800,"cabrio","manuell",135,100000,"benzin",13
"3430",13800,"cabrio","manuell",177,150000,"diesel",9
"3431",8500,"compact","manuell",102,30000,"benzin",5
"3434",1950,"compact","manuell",58,125000,"benzin",15
"3435",2500,"coupe","automatik",140,150000,"benzin",27
"3436",7800,"compact","manuell",120,150000,"benzin",10
"3448",3800,"compact","manuell",65,125000,"benzin",11
"3453",5250,"cabrio","manuell",111,70000,"benzin",11
"3459",17600,"coupe","manuell",170,150000,"diesel",8
"3469",6200,"cabrio","manuell",109,60000,"benzin",11
"3472",14900,"cabrio","automatik",231,150000,"benzin",19
